id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn02402_c0	<	Cytosol_0	(TT17_RS14800 or WP_004924242.1)	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)_c0		10.92		(1)  cpd00011[c0] + (1)  cpd00012[c0] + (1)  cpd00873[c0] <= (1)  cpd00067[c0] + (1)  cpd00103[c0] + (1)  cpd02333[c0]	(1)  CO2_c0[c0] + (1)  PPi_c0[c0] + (1)  Nicotinate ribonucleotide_c0[c0] <= (1)  H+_c0[c0] + (1)  PRPP_c0[c0] + (1)  Quinolinate_c0[c0]	rxn02402	NNDPR	R03348	Nicotinate and nicotinamide metabolism	ALKALOIDS-SYN|Biosynthesis|Cofactor-Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|NAD-Metabolism|NAD-SYN|NADSYN-PWY|PWY0-781|PYRIDNUCSYN-PWY|PYRROLIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn08291_c0	=	Cytosol_0	(TT17_RS09165 or WP_004930721.1)	D-Amino acid dehydrogenase_c0		-0.63		(1)  cpd00001[c0] + (1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00117[c0] <=> (1)  cpd00013[c0] + (1)  cpd00020[c0] + (1)  cpd00982[c0]	(1)  H2O_c0[c0] + (1)  FAD_c0[c0] + (1)  H+_c0[c0] + (1)  D-Alanine_c0[c0] <=> (1)  NH3_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  FADH2_c0[c0]	rxn08291	DAAD			
rxn05452_c0	=	Cytosol_0	(WP_004922148.1 or TT17_RS12940)	14-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase_c0		0		(1)  cpd00010[c0] + (2)  cpd00067[c0] + (1)  cpd11519[c0] <=> (1)  cpd11434[c0] + (1)  cpd11493[c0]	(1)  CoA_c0[c0] + (2)  H+_c0[c0] + (1)  14-methyl-hexa-decanoyl-ACP_c0[c0] <=> (1)  fa12coa_c0[c0] + (1)  ACP_c0[c0]	rxn05452				
rxn05465_c0	=	Cytosol_0	(TT17_RS12940 or WP_004922148.1)	Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase_c0	2.3.1.39	9.53		(1)  cpd00067[c0] + (1)  cpd00070[c0] + (1)  cpd11493[c0] <=> (1)  cpd00010[c0] + (1)  cpd11492[c0]	(1)  H+_c0[c0] + (1)  Malonyl-CoA_c0[c0] + (1)  ACP_c0[c0] <=> (1)  CoA_c0[c0] + (1)  Malonyl-acyl-carrierprotein-_c0[c0]	rxn05465	FAS1_1	R01626	Fatty acid biosynthesis	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY0-881
rxn12845_c0	=	Cytosol_0	(TT17_RS01865 or WP_004927938.1 or WP_004927316.1 or TT17_RS00625)	Gly-Leu aminopeptidase_c0				(1)  cpd00001[c0] + (1)  cpd15604[c0] <=> (1)  cpd00033[c0] + (1)  cpd00107[c0]	(1)  H2O_c0[c0] + (1)  Gly-Leu_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Leucine_c0[c0]	rxn12845				
rxn08820_c0	=	Cytosol_0	(WP_004924301.1 or WP_004927204.1 or TT17_RS02070 or TT17_RS13800)	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)_c0		-355.12		(1)  cpd00001[c0] + (1)  cpd15355[c0] <=> (2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd00214[c0]	(1)  H2O_c0[c0] + (1)  2-hexadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (2)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  Palmitate_c0[c0]	rxn08820	LPLIPAL2A160			
rxn00404_c0	=	Cytosol_0	(WP_004927298.1 or TT17_RS01900)	L-Arginine:glycine amidinotransferase_c0		0		(1)  cpd00033[c0] + (1)  cpd00051[c0] <=> (1)  cpd00064[c0] + (1)  cpd00451[c0]	(1)  Glycine_c0[c0] + (1)  L-Arginine_c0[c0] <=> (1)  Ornithine_c0[c0] + (1)  Glycocyamine_c0[c0]	rxn00404		R00565	Glycine, serine and threonine metabolism|Arginine and proline metabolism	Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCGREAT-PWY|GLYCINE-DEG|Polyamine-Biosynthesis
rxn05143_c0	=	Cytosol_0	(TT17_RS15245 or WP_004929436.1)	sinapoyl aldehyde:NADP oxidoreductase_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd03333[c0] <=> (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd00373[c0]	(1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  Sinapaldehyde_c0[c0] <=> (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  Sinapate_c0[c0]	rxn05143		R07442	Phenylpropanoid biosynthesis	Biosynthesis|CINNAMATE-SYN|PHENYLPROPANOID-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn01303_c0	>	Cytosol_0	(TT17_RS03785 or WP_004920083.1)	Acetyl-CoA:L-homoserine O-acetyltransferase_c0	2.3.1.31	-3.61		(1)  cpd00022[c0] + (1)  cpd00227[c0] => (1)  cpd00010[c0] + (1)  cpd00790[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  L-Homoserine_c0[c0] => (1)  CoA_c0[c0] + (1)  O-Acetyl-L-homoserine_c0[c0]	rxn01303	HSAT	R01776	Cysteine and methionine metabolism|Sulfur metabolism	Amino-Acid-Biosynthesis|Biosynthesis|CYSTEINE-SYN|IND-AMINO-ACID-SYN|METHIONINE-SYN|Other-Amino-Acid-Biosynthesis
rxn08901_c0	>	Cytosol_0	(TT17_RS06680 or WP_004921803.1)	Malate dehydrogenase (menaquinone 8 as acceptor)_c0		153.23		(1)  cpd00130[c0] + (1)  cpd15500[c0] => (1)  cpd00032[c0] + (1)  cpd15499[c0]	(1)  L-Malate_c0[c0] + (1)  Menaquinone 8_c0[c0] => (1)  Oxaloacetate_c0[c0] + (1)  Menaquinol 8_c0[c0]	rxn08901	MDH3			
rxn04736_c0	=	Cytosol_0	(WP_004923105.1 or WP_017385169.1 or WP_004925516.1 or TT17_RS09930 or WP_004927390.1 or TT17_RS04495 or TT17_RS01735 or TT17_RS07945 or WP_004929493.1 or TT17_RS04515 or TT17_RS14260 or TT17_RS05850 or WP_004925126.1 or WP_017385173.1)	(2-naphthyl)methanol:NAD+ oxidoreductase_c0		3.67		(1)  cpd00003[c0] + (1)  cpd01859[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd09802[c0]	(1)  NAD_c0[c0] + (1)  (2-Naphthyl) methanol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  2-Naphthaldehyde_c0[c0]	rxn04736		R06927	Naphthalene degradation	
rxn00497_c0	>	Cytosol_0	(TT17_RS07880 or WP_004923071.1)	L-phenylalanine carboxy-lyase (phenylethylamine-forming)_c0	4.1.1.53	-3.09		(1)  cpd00066[c0] + (1)  cpd00067[c0] => (1)  cpd00011[c0] + (1)  cpd03161[c0]	(1)  L-Phenylalanine_c0[c0] + (1)  H+_c0[c0] => (1)  CO2_c0[c0] + (1)  Phenethylamine_c0[c0]	rxn00497	PHYCBOXL	R00699	Phenylalanine metabolism	Amino-Acid-Degradation|Biosynthesis|Degradation|PHENYLALANINE-DEG|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn00297_c0	=	Cytosol_0	(WP_004926202.1 or TT17_RS04665)	UDP-N-acetyl-D-glucosamine 2-epimerase_c0		0		(1)  cpd00037[c0] <=> (1)  cpd00861[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] <=> (1)  UDP-N-acetyl-D-mannosamine_c0[c0]	rxn00297	UAG2E	R00420	Amino sugar and nucleotide sugar metabolism	Biosynthesis|Cell-Structure-Biosynthesis|ECASYN-PWY|TEICHOICACID-PWY
rxn02131_c0	=	Cytosol_0	(WP_004930653.1 or TT17_RS09270)	Sepiapterin aminohydrolase_c0		-8.88		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00622[c0] <=> (1)  cpd00013[c0] + (1)  cpd01558[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Sepiapterin_c0[c0] <=> (1)  NH3_c0[c0] + (1)  Xanthopterin-B2_c0[c0]	rxn02131		R02974		
rxn01678_c0	=	Cytosol_0	(WP_004920009.1 or TT17_RS03915)	ATP:dUDP phosphotransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00978[c0] <=> (1)  cpd00008[c0] + (1)  cpd00358[c0]	(1)  ATP_c0[c0] + (1)  dUDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dUTP_c0[c0]	rxn01678	NDPK6	R02331	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn02286_c0	>	Cytosol_0	(TT17_RS12890 or WP_004922174.1)	UDP-N-acetylmuramate:L-alanine ligase (ADP-forming)_c0	6.3.2.8	-6.35		(1)  cpd00002[c0] + (1)  cpd00035[c0] + (1)  cpd00773[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00890[c0]	(1)  ATP_c0[c0] + (1)  L-Alanine_c0[c0] + (1)  UDP-MurNAc_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  UDP-N-acetylmuramoyl-L-alanine_c0[c0]	rxn02286	UAMAS	R03193	D-Glutamine and D-glutamate metabolism|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn05871_c0	=	Cytosol_0	(TT17_RS05850 or WP_004925126.1 or WP_017385173.1 or WP_004923105.1 or WP_017385169.1 or WP_004925516.1 or TT17_RS09930 or WP_004927390.1 or TT17_RS04495 or TT17_RS07945 or TT17_RS01735 or WP_004929493.1 or TT17_RS04515 or TT17_RS14260)	primary_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00195[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11616[c0]	(1)  NAD_c0[c0] + (1)  1-Alcohol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  RCHO_c0[c0]	rxn05871		R00623	Fatty acid degradation	
rxn01106_c0	=	Cytosol_0	(TT17_RS02605 or WP_004920731.1)	2-Phospho-D-glycerate 2,3-phosphomutase_c0		0		(1)  cpd00482[c0] <=> (1)  cpd00169[c0]	(1)  2-Phospho-D-glycerate_c0[c0] <=> (1)  3-Phosphoglycerate_c0[c0]	rxn01106	GPM1_2	R01518	Glycolysis / Gluconeogenesis|Glycine, serine and threonine metabolism|Methane metabolism	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn12640_c0	=	Cytosol_0	(WP_004927938.1 or TT17_RS00625 or WP_004927316.1 or TT17_RS01865)	methionyl aminopeptidase_c0		-195.36		(1)  cpd00001[c0] + (1)  cpd11586[c0] <=> (1)  cpd00023[c0] + (1)  cpd00035[c0]	(1)  H2O_c0[c0] + (1)  ala-L-glu-L_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  L-Alanine_c0[c0]	rxn12640	MEAMP1(ala-glu)			
rxn08438_c0	=	Cytosol_0	(TT17_RS12085 or WP_004922648.1)	R08157_c0		-5.76		(1)  cpd00001[c0] + (1)  cpd11470[c0] <=> (1)  cpd00067[c0] + (1)  cpd03846[c0] + (1)  cpd11493[c0]	(1)  H2O_c0[c0] + (1)  Octanoyl-ACP_c0[c0] <=> (1)  H+_c0[c0] + (1)  octanoate_c0[c0] + (1)  ACP_c0[c0]	rxn08438	FA80ACPHi	R08157	Fatty acid biosynthesis	
rxn01539_c0	<	Cytosol_0	(TT17_RS15600 or WP_004926836.1)	thiamin monophosphate phosphohydrolase_c0		-7.21		(1)  cpd00009[c0] + (1)  cpd00305[c0] <= (1)  cpd00001[c0] + (1)  cpd00793[c0]	(1)  Phosphate_c0[c0] + (1)  Thiamin_c0[c0] <= (1)  H2O_c0[c0] + (1)  Thiamine phosphate_c0[c0]	rxn01539	THMP	R02135	Thiamine metabolism	Biosynthesis|Cofactor-Biosynthesis|THISYNARA-PWY|Thiamine-Biosynthesis|Vitamin-Biosynthesis
rxn00931_c0	=	Cytosol_0	(WP_004924568.1 or TT17_RS13310)	L-Proline:NADP+ 5-oxidoreductase_c0		-10.52		(1)  cpd00006[c0] + (1)  cpd00129[c0] <=> (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd02431[c0]	(1)  NADP_c0[c0] + (1)  L-Proline_c0[c0] <=> (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0]	rxn00931	P5CR	R01251	Arginine and proline metabolism	ARG-PRO-PWY|ARGININE-DEG|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Interconversion|PROLINE-SYN|PROSYN-PWY
rxn06771_c0	=	Cytosol_0	(WP_004921699.1 or TT17_RS06500)	S-Adenosyl-L-methionine:[myelin-basic-protein]-arginine Nw-methyltransferase_c0				(1)  cpd00017[c0] + (1)  cpd12677[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd12700[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  [Myelin basic protein]-arginine_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  H+_c0[c0] + (1)  [Myelin basic protein]-N(omega) -methylarginine_c0[c0]	rxn06771		R04719		
rxn01188_c0	>	Cytosol_0	(WP_004926650.1 or TT17_RS15310)	3-dehydroshikimate hydro-lyase_c0	4.2.1.118	-22.42		(1)  cpd01716[c0] => (1)  cpd00001[c0] + (1)  cpd00197[c0]	(1)  3-Dehydroshikimate_c0[c0] => (1)  H2O_c0[c0] + (1)  Protocatechuate_c0[c0]	rxn01188	DHSKDH	R01627	Phenylalanine, tyrosine and tryptophan biosynthesis	AROMATIC-COMPOUNDS-DEGRADATION|Biosynthesis|Degradation|QUINATEDEG-PWY|Quinate-Degradation|SHIKIMATEDEG-PWY|Shikimate-Degradation|Siderophores-Biosynthesis
rxn02418_c0	=	Cytosol_0	(WP_011182287.1 or WP_004923203.1 or TT17_RS08135 or TT17_RS12780 or WP_004922234.1 or TT17_RS10435)	myo-inositol-hexakisphosphate 4-phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00885[c0] <=> (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02788[c0]	(1)  H2O_c0[c0] + (1)  Phytate_c0[c0] <=> (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Inositol 1,2,3,5,6-pentakisphosphate_c0[c0]	rxn02418		R03372	Inositol phosphate metabolism	CYCLITOLS-DEG|Degradation|Phytate-Degradation|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn08756_c0	>	Cytosol_0	(WP_004923824.1 or TT17_RS10730)	isopentenyl-diphosphate:NAD+ oxidoreductase_c0		16.86		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd08615[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00113[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Isopentenyldiphosphate_c0[c0]	rxn08756	IPDPS	R08209	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn11876_c0	=	Cytosol_0	(TT17_RS04525 or WP_026056928.1)	citalopram aldehyde:oxygen oxidoreductase_c0		-41.51		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd16416[c0] <=> (1)  cpd00025[c0] + (1)  cpd00067[c0] + (1)  cpd16414[c0]	(1)  H2O_c0[c0] + (1)  O2_c0[c0] + (1)  Citalopram aldehyde_c0[c0] <=> (1)  H2O2_c0[c0] + (1)  H+_c0[c0] + (1)  Citalopram propionic acid_c0[c0]	rxn11876		R08349	Drug metabolism - cytochrome P450	
rxn08470_c0	>	Cytosol_0	(TT17_RS10170 or WP_004930930.1 or TT17_RS08815 or WP_004925267.1 or TT17_RS10125 or WP_004925239.1)	FMNH2-dependent monooxygenase (butanesulfonate)_c0		-71.9142		(1)  cpd00007[c0] + (1)  cpd01270[c0] + (1)  cpd11596[c0] => (1)  cpd00001[c0] + (1)  cpd00050[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd01011[c0]	(1)  O2_c0[c0] + (1)  FMNH2_c0[c0] + (1)  butanesulfonate_c0[c0] => (1)  H2O_c0[c0] + (1)  FMN_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0] + (1)  Butanal_c0[c0]	rxn08470				
rxn09450_c0	>	Cytosol_0	(TT17_RS01360 or WP_004927578.1 or TT17_RS02505 or TT17_RS16010 or WP_004920772.1 or WP_004926944.1)	fatty-acid--CoA ligase (hexadecenoate), peroxisomal_c0		687.06		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd15237[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd15238[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  hexadecenoate_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  Hexadecenoyl-CoA_c0[c0]	rxn09450	FACOAL161			
rxn00938_c0	>	Cytosol_0	(TT17_RS08060 or WP_004923156.1)	Nicotinamide amidohydrolase_c0		-4.72		(1)  cpd00001[c0] + (1)  cpd00133[c0] => (1)  cpd00013[c0] + (1)  cpd00218[c0]	(1)  H2O_c0[c0] + (1)  Nicotinamide_c0[c0] => (1)  NH3_c0[c0] + (1)  Niacin_c0[c0]	rxn00938	PNC1_1	R01268	Nicotinate and nicotinamide metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Biosynthesis|Cofactor-Biosynthesis|Degradation|NAD-Metabolism|NAD-SYN|P345-PWY|PYRIDNUCSAL-PWY
rxn02411_c0	>	Cytosol_0	(TT17_RS13895 or WP_004929645.1)	1-(4-hydroxyphenyl)-2-aminoethanol hydro-lyase [deaminating; (4-hydroxyphenyl)acetaldehyde-forming]_c0	4.2.1.87	-6.7		(1)  cpd02599[c0] => (1)  cpd00013[c0] + (1)  cpd02361[c0]	(1)  Octopamine_c0[c0] => (1)  NH3_c0[c0] + (1)  4-Hydroxyphenylacetaldehyde_c0[c0]	rxn02411		R03358		
rxn00412_c0	>	Cytosol_0	(TT17_RS06020 or WP_004921393.1)	UTP:L-glutamine amido-ligase (ADP-forming)_c0		-6.4		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00053[c0] + (1)  cpd00062[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00023[c0] + (1)  cpd00052[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  UTP_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  CTP_c0[c0] + (2)  H+_c0[c0]	rxn00412	CTPS2	R00573	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn02339_c0	=	Cytosol_0	(WP_004928707.1 or TT17_RS07135)	4-Hydroxy-L-glutamate:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd01974[c0] <=> (1)  cpd00023[c0] + (1)  cpd00830[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  4-Hydroxy-L-glutamate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  4-Hydroxy-2-oxoglutarate_c0[c0]	rxn02339		R03266		
rxn00650_c0	=	Cytosol_0	(TT17_RS01865 or TT17_RS00625 or WP_004927316.1 or WP_004927938.1)	L-cysteinylglycine dipeptidase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd01017[c0] <=> (1)  cpd00033[c0] + (1)  cpd00084[c0]	(1)  H2O_c0[c0] + (1)  Cys-Gly_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Cysteine_c0[c0]	rxn00650	AMPTASECG	R00899	Glutathione metabolism	Biosynthesis|Cofactor-Biosynthesis|Reductants
rxn03167_c0	>	Cytosol_0	(TT17_RS03745 or TT17_RS14310 or WP_004929468.1 or WP_004920107.1)	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)_c0		-15.95		(3)  cpd00001[c0] + (1)  cpd02978[c0] => (3)  cpd00009[c0] + (3)  cpd00067[c0] + (1)  cpd02961[c0]	(3)  H2O_c0[c0] + (1)  7,8-Dihydroneopterin 3'-triphosphate_c0[c0] => (3)  Phosphate_c0[c0] + (3)  H+_c0[c0] + (1)  Dihydroneopterin_c0[c0]	rxn03167	AKP1	R04620	Folate biosynthesis	
rxn02737_c0	=	Cytosol_0	(WP_004930756.1 or WP_004927074.1 or TT17_RS02305 or TT17_RS09105)	UDPglucosamine 4-epimerase_c0	5.1.3.16	0		(1)  cpd01482[c0] <=> (1)  cpd01623[c0]	(1)  UDP-glucosamine_c0[c0] <=> (1)  UDP-galactosamine_c0[c0]	rxn02737		R03881		
rxn07481_c0	=	Cytosol_0	(WP_004925980.1 or TT17_RS05025)	3-hydroxybenzaldehyde:NADP+ oxidoreductase_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd01964[c0] <=> (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd00456[c0]	(1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  3-Hydroxybenzaldehyde_c0[c0] <=> (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  3-Hydroxybenzoate_c0[c0]	rxn07481		R07666	Toluene degradation	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|M-CRESOL-DEGRADATION-PWY
rxn00515_c0	=	Cytosol_0	(WP_004920009.1 or TT17_RS03915)	ATP:IDP phosphotransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00090[c0] <=> (1)  cpd00008[c0] + (1)  cpd00068[c0]	(1)  ATP_c0[c0] + (1)  IDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  ITP_c0[c0]	rxn00515	NDPK9	R00722	Purine metabolism	
rxn08846_c0	=	Cytosol_0	(TT17_RS13800 or TT17_RS02070 or WP_004927204.1 or WP_004924301.1)	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)_c0		-403.51		(1)  cpd00001[c0] + (1)  cpd15344[c0] <=> (1)  cpd00067[c0] + (1)  cpd02090[c0] + (1)  cpd03847[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoglycerol tetradecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoglycerol_c0[c0] + (1)  Myristic acid_c0[c0]	rxn08846	LPLIPAL2G140			
rxn03005_c0	=	Cytosol_0	(WP_004928858.1 or TT17_RS11315)	R04326_c0		-7.29		(2)  cpd00067[c0] + (1)  cpd00087[c0] + (1)  cpd02678[c0] <=> (1)  cpd00001[c0] + (1)  cpd00347[c0] + (1)  cpd02394[c0]	(2)  H+_c0[c0] + (1)  Tetrahydrofolate_c0[c0] + (1)  N-Formyl-GAR_c0[c0] <=> (1)  H2O_c0[c0] + (1)  5-10-Methenyltetrahydrofolate_c0[c0] + (1)  GAR_c0[c0]	rxn03005		R04326	One carbon pool by folate	
rxn05012_c0	>	Cytosol_0	(WP_004927438.1 or TT17_RS01650)	carbamoyl-phosphate:N2-acetyl-L-ornithine carbamoyltransferase_c0	2.1.3.9	0.55		(1)  cpd00146[c0] + (1)  cpd00342[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11209[c0]	(1)  Carbamoylphosphate_c0[c0] + (1)  N-Acetylornithine_c0[c0] => (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  N-Acetyl-L-citrulline_c0[c0]	rxn05012		R07245	Arginine and proline metabolism	ARGININE-SYN|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN
rxn03437_c0	>	Cytosol_0	(WP_004923056.1 or TT17_RS05075 or TT17_RS07850 or WP_004925944.1)	(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase_c0		-6.75		(1)  cpd02535[c0] => (1)  cpd00001[c0] + (1)  cpd00508[c0]	(1)  2,3-Dihydroxy-3-methylvalerate_c0[c0] => (1)  H2O_c0[c0] + (1)  3MOP_c0[c0]	rxn03437	DHAD2	R05070	Valine, leucine and isoleucine biosynthesis	
rxn01353_c0	=	Cytosol_0	(WP_004920009.1 or TT17_RS03915)	ATP:dGDP phosphotransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00295[c0] <=> (1)  cpd00008[c0] + (1)  cpd00241[c0]	(1)  ATP_c0[c0] + (1)  dGDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dGTP_c0[c0]	rxn01353	NDPK5	R01857	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn12633_c0	=	Cytosol_0	(TT17_RS01865 or WP_004927938.1 or WP_004927316.1 or TT17_RS00625)	RXN0-6975.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11593[c0] <=> (1)  cpd00035[c0] + (1)  cpd00041[c0]	(1)  H2O_c0[c0] + (1)  ala-L-asp-L_c0[c0] <=> (1)  L-Alanine_c0[c0] + (1)  L-Aspartate_c0[c0]	rxn12633	MEAMP1(ala-asp)			
